,Name,Roaster,Roast,Country,Price,UserRating,Origin,Description,PersonalRating,Comment,Favorite
39,Kenya Thaitu,Good Folks Coffee,Medium-light,United States,6.47,95,"['Nakuru County', 'South-central Kenya']","['Intensely Sweet, Intricately Rich. Pink Grapefruit Zest, Blackberry, Fresh Pipe Tobacco, Lavender, Baker’s Chocolate In Aroma And Cup. Balanced, Sweet-savory Structure; Crisp, Satiny, Buoyant Mouthfeel. The Resonant Finish Leads With Notes Of Berry And Citrus Zest In The Short, Rounding To Chocolate In The Long, With Spicy Florals Throughout.', 'This Coffee Tied For The Second-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Produced By Thaitu Coffee Estate From Trees Of The Sl28, Sl34 And Ruiru 11 Varieties Of Arabica. Despite Grower Discontent And Urban Encroachment On Prime Coffee Lands, Kenya Continues To Produce Some Of The World’s Most Elegant And Distinctive Coffees. Good Folks Coffee Is A Wholesale Roaster Based In Louisville, Kentucky. Visit Www.goodfolkscoffee.com For More Information.', 'A Spice-toned, Floral- And Fruit-driven Kenya Coffee, Grounded By Rich Chocolate Notes With Hints Of Sweet Pipe Tobacco.']",-1,Unfilled,0
40,Yule Blend 2018,Flight Coffee Co.,Medium-light,United States,4.41,94,"['Kirinyaga District', 'South-central Kenya']","['Crisp, Sweet-savory. Mulberry, Pink Peppercorn, Maple Syrup, Gardenia, Cedar In Aroma And Cup. Crisply Sweet-savory In Structure; Viscous, Velvety Mouthfeel. The Rich Though Drying Finish Centers Around Spicy Florals And Berry Tones In The Short And Notes Of Aromatic Wood And Maple Syrup In The Long.', 'This Coffee Tied For The Third-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. A Blend Of Kenya Coffees From Two Different Cooperatives, Kamwangi And Kainamui, Both Produced From Trees Of The Sl28 And Ruiru 11 Varieties Of Arabica. Flight Coffee (formerly Cq Coffee Roasters) Is A Coffee-loving, Quality-focused Roasting Company Based In Bedford, New Hampshire.visit Www.flightcoffeeco.com Or Call 603-836-6228 For More Information.', 'A Balanced, Savory-leaning And Richly Sweet Blend Of Two Quality Coffees From Kenya, Netting A Vibrantly High-toned, Spice-driven Cup.']",-1,Unfilled,0
41,Los Congos Pacamara Honey,Dragonfly Coffee Roasters,Light,United States,5.88,93,"['Nueva Segovia Growing Region', 'Nicaragua']","['Sweetly Pungent, Richly Savory-toned. Blackberry Jam, Roasted Cacao Nib, Rhododendron, Sundried Tomato, Nougat In Aroma And Cup. Sweet-savory Structure With Crisp, Floral Acidity; Viscous, Lightly Syrupy Mouthfeel. The Finish Is Sweet-toned And Balanced, With Lingering Notes Of Berry And Cocoa.', 'This Coffee Tied For The Fourth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Comprised Entirely Of The Much Admired, Bold-bean Pacamara Variety Of Arabica, A Cross Between The Giant-beaned Maragogipe Variety And Pacas, A Selection Of The Heirloom Bourbon. Processed By The Honey Method, Which Means That The Outer Skin Of The Coffee Fruit Is Removed As It Is In The Wet Or “washed” Process, But At Least Some Of The Sticky Fruit Residue Is Allowed To Dry On The Bean And Later Removed By Machine Along With The Parchment Skin. Los Congos, Established In 1997, Is An Award-winning Farm Run By The Paguaga Family, Leading Nicaraguan Coffee Producers For Several Generations. Dragonfly Coffee Is A Boulder, Colorado-based Micro-roaster That Produces High-quality Coffees And Supports Worthy Causes. Visit Www.dragonflycoffeeroasters.com Or Call 303-579-2154 For More Information.', 'An Umami-driven Pacamara Coffee, With A Throughline Of Berry And Sundried Tomato Notes: Sweet And Savory In Harmonious Balance.']",-1,Unfilled,0
42,Coffea Diversa Costa Rica Sudan Rume,Oq Coffee Co.,Medium-light,United States,12.35,93,"['Biolley', 'Southern Costa Rica']","['Bright, Crisp, Deeply Sweet. Honey, Lilac, Cedar, Tea Rose, Mango In Aroma And Cup. Crisply Sweet-tart Structure; Satiny-smooth Body. Notes Of Mango And Spice-toned Florals Carry The Short Finish, While Honey Lingers In The Long.', 'This Coffee Tied For The Fourth-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Produced By Ricardo And Gonzalo Hernandez Entirely Of Beans From The Rare Sudan Rume, A Presumably Very Old Variety Of Arabica Originally Selected From Wild Trees Growing On The Boma Plateau Of Sudan, Close To The Border With Ethiopia. This Is A Wet-processed Or “washed” Version, Meaning That The Fruit Skin And Pulp Were Removed From The Seeds Or Beans Before They Were Dried. Oq Coffee Is A New Jersey-based Small-batch Roasting Company That Emphasizes Its Commitment To Coffee Quality And Community-building. Visit Www.oqcoffee.com For More Information.', 'A Fine Introduction To A Rare Variety Of Arabica, Sudan Rume: Crisp, Bright, Sweetly Tart.']",-1,Unfilled,0
43,Ethiopia Banko Gotiti Natural G1,Green Stone Coffee,Light,Taiwan,8.44,94,"['Kochere', 'Yirgacheffe Growing Region']","['Crisp, Sweetly Tart. Dark Chocolate, Pie Cherry, Cedar, Honey, Magnolia In Aroma And Cup. Bittersweet In Structure With Crisp, Citrus-like Acidity; Velvety Mouthfeel. The Finish Consolidates To Honey-toned Stonefruit In The Short And Dark Chocolate In The Long.', 'This Coffee Tied For The Third-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Southern Ethiopia Coffees Like This One Are Produced From Distinctive Traditional Ethiopian Varieties Of Arabica Long Grown In The Region. Like Virtually All Southern Ethiopia Coffees, This Coffee Is Produced By Villagers On Small Garden Plots Interplanted With Food And Other Subsistence Crops. This Is A Dry-processed Or “natural” Coffee, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Green Stone Coffee Is A Woman-owned Artisan Roastery In Taipei, Founded In 2016 And Specializing In Sourcing Distinctive Coffees That Express Their Individual Terroirs. Visit Http://www.greenstone-coffee.com.tw/en/info.html For More Information.', 'An Inviting Natural-processed Coffee From Ethiopia: Sweetly Tart, Fruit-forward.']",-1,Unfilled,0
44,Panama Auromar Geisha Natural,Willoughby's Coffee & Tea,Medium-light,United States,16.17,96,"['Piedra Candela', 'Chiriqui Province']","['Complex, Uniquely Sweet, Tropical. Plumeria, Roasted Cacao Nib, Mango, Sandalwood, Nougat In Aroma And Cup. Sweetly Tart Structure With Bright, Juicy Acidity; Syrupy Mouthfeel. The Finish Carries Through On The Promise Of The Cup, With Rich Florals In The Short And Deep Fruit Notes In The Long, Where A New Element, A Soft Fruit Tone Suggesting Coconut, Surfaces.', 'This Exceptional Coffee Was Selected As The No. 8 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2017, And It Earned The Highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Produced From Trees Of The Rare Ethiopia-derived Botanical Variety Gesha (also Geisha) By Farmer Roberto Brenes Of Auromar Estate. With Its Generally Elongated Beans And Distinctive Floral And Crisp, Often Chocolaty Cup, The Gesha Variety Continues To Distinguish Itself As One Of The World’s Most Unique Coffees. This Is A Dry-processed Or “natural” Gesha, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Willoughby’s Coffee & Tea Is A Pioneer Specialty Coffee Roaster Established In The Early 1980s That Has Gracefully And Successfully Moved With The Times And Now Offers A Menu Of Extremely Refined Small-lot, Single-origin Coffees. Visit Www.willoughbyscoffee.com Or Call 800-388-8400 For More Information.', 'A Dynamic Coffee With Complex Aromatics That Invoke The Tropics—and A Seemingly Infinite Finish, Richly Sweet And Flavor-saturated.']",-1,Unfilled,0
45,El Salvador Finca Kilimanjaro,Bird Rock Coffee Roasters,Medium-light,United States,7.35,95,"['Santa Ana Department', 'El Salvador']","['High-toned, Richly Sweet. Strawberry Guava, Roasted Cacao Nib, Lime Zest, Jasmine, Almond In Aroma And Cup. Sweetly-tart Structure With Juicy, Balanced Acidity; Plush, Syrupy Mouthfeel. The Finish Is Long And Resonant, With Lime Zest And Strawberry Guava In The Short, Rounding To Cocoa-toned Jasmine In The Deeply Sweet Long.', 'This Exceptional Coffee Was Selected As The No. 16 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2017, And It Tied For The Second-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Finca Kilimanjaro Is An El Salvador Farm Named After East Africa’s Highest Peak By Aida Batlle, One Of El Salvador’s (and Central America’s) Most Respected And Innovative Coffee Producers. Finca Kilimanjaro Is Planted With The Famous Sl28 Variety Of Arabica, The Variety That Produces The Finest Coffees Of Kenya. This A Dry-processed Or “natural” Coffee, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Based In The San Diego Area, Bird Rock Coffee Roasters Is A Retailer And Wholesaler Focused On Organic And Socially Responsible Coffees; It Was Awarded The “2012 Micro-roaster Of The Year” Title From Roast Magazine. Visit Www.birdrockcoffee.com Or Call 858-551-1707 For More Information.', 'A Graceful, Generously Fruit- And Floral-toned El Salvador Cup With An Exceptionally Balanced Structure And Juicy Acidity.']",-1,Unfilled,0
46,Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,Medium-light,United States,32.63,94,"['Boquete Growing Region', 'Western Panama']","['Spice-toned, Richly Sweet. Raspberry, Dark Chocolate, Hazelnut, Gardenia, Bergamot In Aroma And Cup. Sweet, Fruit-forward Structure; Full, Satiny Mouthfeel. The Resonant, Flavor-saturated Finish Is Characterized By Notes Of Rich Chocolate With Berry And Bittersweet Citrus Complications.', 'This Coffee Tied For The Third-highest Rating In A Tasting Of Holiday Coffees For Coffee Review‘s December 2017 Tasting Report. Produced Entirely From Trees Of The Respected Catuai Variety Of Arabica. The Lamastus Family’s Elida Estate Averages The Highest Growing Elevations In Panama: 5,500 To 8,200 Feet (1,700 To 2,500 Meters). This Is A “natural” Or Dry-processed Coffee, Meaning The Beans Were Dried Inside The Fruit, Encouraging A Flavor Profile That Is Sweeter And Deeper-toned Than The More Familiar Wet-processed Coffees Of Panama. Founded In 1995, Equator Coffees & Teas Is A Women-owned Wholesale Coffee Roasting Company That Focuses On Sustainability In Coffee-sourcing And Business Practices. Visit Www.equatorcoffees.com Or Call 800-809-7687 For More Information.', 'An Elegant, Richly Sweet Natural-processed Panama Gesha With Berry And Chocolate Notes Throughout.']",-1,Unfilled,0
47,Gikanda Kenya,Jbc Coffee Roasters,Medium-light,United States,5.66,96,"['South-central Kenya', 'Boquete Growing Region']","['Sweetly Bright, Spicy And Savory-edged. Orange Zest, Black Currant, Baker’s Chocolate, Tamarind, Floral-toned Vanilla, Redwood In Aroma And Cup. Deeply Bright And Richly Savory In Structure; Syrupy, Lively Mouthfeel. Very Deep, Very Lasting Finish, Saturated With Flavor: Chocolate, Black Currant, Vanilla.', 'Despite Grower Discontent And Urban Encroachment On Prime Coffee Lands, Kenya Continues To Produce Some Of The World’s Most Elegant And Distinctive Coffees. Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'Superb Version Of The Classic Sweet-savory, Crisply Juicy, Fragrantly Floral-edged Kenya Cup.']",-1,Unfilled,0
48,Panama Don Julian Pacamara,Willoughby's Coffee & Tea,Medium-light,United States,11.02,95,"['Horcheta', 'Chiriqui Province']","['Richly Sweet/tart, Crisply Complex. Dark Chocolate, Roasted Cashew, Pink Grapefruit, Sandalwood, Chinese Five-spice In Aroma And Cup. Structure Is Drying But Sweetly Juicy; Buoyant And Plump In Mouthfeel. Nut-toned Chocolate With A Hint Of Sandalwood And Spice Saturate A Sweet, Richly Dry Finish.', 'This Exceptional Coffee Was Selected As The No. 7 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2017. Produced By Heakyung Kang Burneskis Of Finca Don Julian In Full Rustic Shade And Processed By The Traditional Wet Or “washed” Method, In Which Skin And Fruit Flesh Are Removed From The Beans Or Seeds Before They Are Dried. This Lot Is Comprised Entirely Of The Much Admired, Bold-bean Pacamara Variety Of Arabica, A Cross Between The Giant-beaned Maragogipe Variety And Pacas, A Selection Of The Heirloom Bourbon. Willoughby’s Coffee & Tea Is A Pioneer Specialty Coffee Roaster Established In The Early 1980s That Has Gracefully And Successfully Moved With The Times And Now Offers A Menu Of Extremely Refined Small-lot, Single-origin Coffees. Visit Www.willoughbyscoffee.com Or Call 800-388-8400 For More Information.', 'Superb Pacamara Profile, Crisply Dry And Spicy Yet Deeply, Lavishly Juicy Sweet.']",-1,Unfilled,0
49,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,Medium-light,Hawai'i,19.82,95,"['Holualoa', 'North Kona Growing District']","['Sweet, Deep, Intense But Balanced. Peach, Maple Syrup, Sandalwood, Grapefruit Zest, Almond, Magnolia In Aroma And Cup. Round, Resonantly And Sweetly Bright In Structure. Silky And Buoyant In Mouthfeel. Deep, Long, Flavor-saturated Finish.', 'This Exceptional Coffee Was Selected As The No. 10 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2017. Bourbon Pointu, Botanical Name Var. Laurina, Is A Rare Variety Of Arabica That Is A Natural Mutation Of The Famous Bourbon Variety First Selected On Reunion Island In The Indian Ocean. The Bourbon Pointu Is Famous For Its Natural Low Levels Of Caffeine, Bean Shape (small And Tending To Be Pointed At The Ends, Hence “pointu”), And Pungently Fruit-toned, Bourbon-like Cup. This Version Was Produced In Kona, Hawaii And Processed With The Ferment Step Conducted “dry” (no Water Added To The Tank) Using A Commercial Yeast. Hula Daddy Is A Boutique Coffee Producer With Farms At The 1,400 And 2,500 Foot Levels Of The Mount Hualalai Volcano Near The Northern End Of The Kona Growing District, Five Minutes Above The Town Of Kailua-kona. This Rare Coffee Is Only Available On The Hula Daddy Website Through Their Allocation List. Visit Www.huladaddy.com Or Call 888-553-2339 For More Information.', 'Intense, Bright But Balanced Cup With Layered Aromatic Intrigue Generated By A Celebrated And Rare Tree Variety.']",-1,Unfilled,0
50,Kenya Ab Muchoki,Klatch Coffee,Medium-light,United States,5.86,95,"['Nyeri Growing Region', 'South-central Kenya']","['Crisply And Sweetly Tart, Delicate Yet Confident. Peach, Vanilla Bean, Grapefruit Zest, Almond, Pink Peppercorn In Aroma And Cup. Poised In Structure: Sweet, Tart, Savory. Mouthfeel Is Cushiony, Plush. Flavor Saturates A Savory-edged, Drying Finish.', 'Produced On The Single-family Muchoki Estate From Trees Of The Admired Bourbon-derived Sl-28 Variety Of Arabica Together With The Ruiru 11 Variety. Ab Is The Second-highest Grade Of Kenya Coffee Based On Bean Size And Freedom From Physical Defects. Despite Grower Discontent, Confusing Government Coffee Policy And Urban Encroachment On Prime Coffee Lands, Kenya Continues To Produce Some Of The World’s Most Elegant And Distinctive Coffees. Klatch Coffee Is An Award-winning Small-batch Roasting Company In The Los Angeles Area With A Long List Of Recognitions And Awards Achieved Both By The Company And By Key Team Members, Like Resident Trainer Heather Perry, Who Won Both The 2003 And 2007 United States Barista Championships Brewing A Klatch Coffee Espresso Blend, And Klatch Wholesale Account Manager Todd Goldsworthy, Two-time United States Brewers Cup Winner. Visit Www.klatchroasting.com Or Call 877-455-2824 For More Information.', 'The Exciting Kenya Tension Between Sweet And Savory-tart Is On Display Here, But A Bit Softer In Expression Perhaps, More Tropical, Than Usual. A Relaxed Kenya, Authoritative Yet Delicate And Approachable.']",-1,Unfilled,0
51,Colombia Nariño Duende,Paradise Roasters,Medium-light,United States,4.98,93,"['Narino Department', 'Southern Colombia']","['Spice-toned, Chocolaty. Chocolate-toned Malt, Date, Hazelnut, Fresh Pipe Tobacco, Stick Cinnamon In Aroma And Cup. Richly Bittersweet In Structure; Velvety-smooth Mouthfeel. The Finish Is Richly Chocolate-toned With A Hint Of Cinnamon.', 'Paradise Roasters Specializes In Micro-lot Arabica And Robusta Coffees From Asia And Other Emerging Origins. The Company Prides Itself On Quality And Freshness, Craft-roasting Coffees In Small Batches Only After Orders Are Placed. Visit Www.paradiseroasters.com Or Call 763-433-0626 For More Information.', 'Low-toned And Deeply Rich, Reminiscent Of Ibarra Mexican Chocolate With Cinnamon, Enveloped In Fruit And Nut Tones.']",-1,Unfilled,0
52,Geisha Panama Santamaria Natural,Campos Coffee,Medium-light,Australia,16.56,95,"['Paso Ancho', 'Volcan']","['Crisply Sweet, Intricate, Delicately Rich. Jasmine, Tangerine Zest, Sandalwood, Sweet Ripe Banana, Roasted Cacao Nib In Aroma And Cup. Balanced, Roundly And Gracefully Sweet/tart In Structure. Light-footed And Plush In Mouthfeel. Flavor Consolidates Around Jasmine, Sandalwood And Banana In A Sweet, Lasting Finish.', 'This Exceptional Coffee Was Selected As The No. 22 Coffee On Coffee Review’s List Of The Top 30 Coffees Of 2017. With Its Generally Elongated Beans And Distinctive Floral And Crisp, Often Chocolaty Cup, The Gesha (also Geisha) Variety Continues To Distinguish Itself As One Of The World’s Most Unique Coffees. This A Dry-processed Or ""natural"" Coffee, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or ""washed"" Coffees. It Was Produced By Farmer Edwin Santamaria, And Took Third Place In The 2017 Best Of Panama Green Coffee Competition In The Geisha Natural Category. Campos Coffee Is Committed To Sourcing The Finest Coffees, With A Focus On Ethical And Sustainable Practices. Campos Has Locations In New South Wales, Victoria And Queensland, As Well As Park City And Salt Lake City, Utah. For More Information, Visit Camposcoffee.com.', 'Both Elegantly Balanced And Subtly Grand In Detail; A Quietly Spectacular Rendition Of The Gesha Profile.']",-1,Unfilled,0
53,Estate Medium Roast,Ka'u Specialty Coffee,Medium-light,Hawai'i,13.0,93,"[""Ka'u Growing Region"", 'Big Island Of Hawaii']","['Deeply Sweet, Delicately Zesty, Complexly Fruit- And Floral-toned. Peach, Grapefruit Zest, Alyssum-like Flowers, Dark Chocolate, Cinnamon In Aroma And Cup. Sweetly Tart In Structure, With A Deepening Savory-bitter Edge. Light, Satiny Mouthfeel; Flavor Saturates A Deep, Richly Floral And Chocolate-toned Finish.', 'Ka’u Is An Emerging Hawaii Coffee-growing District Centered Approximately 30 Miles Southeast Of The Famous Kona Region. This Ka’u Is Produced By The Palehua Ohana Cooperative Of Small-holding Ka’u Farmers, An Organization Dedicated To Impeccable Socio-economic And Environmental Practices. It Was Processed Using The Wet Or “washed” Method, In Which Skin And Fruit Flesh Are Removed From The Beans Or Seeds Before They Are Dried. Visit Www.kauspecialtycoffee.com For More Information.', 'A Coffee Both Classic In Its Crisp Clarity And Subtly Original In Its High-toned Fruit And Floral Aromatics.']",-1,Unfilled,0
54,Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsieh’s Aroma Roast Coffees,Medium,Taiwan,17.7,93,"['Yirgacheffe Growing Region', 'Southern Ethiopia']","['Evaluated As Espresso. Crisply Sweet-tart. Frangipane, Dark Chocolate, Cedar, Tamarind, Jasmine In Aroma And Small Cup. Crisp, Velvety Mouthfeel; Nut-toned, Richly Tannic Finish. In Cappuccino-scaled Milk, Invitingly Bittersweet, With Notes Of Dark Chocolate And Jasmine In Harmony.', 'Yirgacheffe Is A Coffee Region In Southern Ethiopia That Produces Distinctive Coffees From Traditional Varieties Of Arabica Long Grown In The Region. This Is A “natural” Or Dry-processed Version, Meaning The Beans Were Dried Inside The Fruit, Encouraging A Flavor Profile That Is Less Predictable And Deeper Than The More Familiar Wet-processed Floral- And Citrus-toned Yirgacheffe Profile. Like Virtually All Southern Ethiopia Coffees, Produced By Villagers On Small, Garden Plots Interplanted With Food And Other Subsistence Crops. In Addition To His Retail Roasting Operation, Aroma Roast Coffees, Simon Hsieh Also Operates Soaring Phoenix Trading, A Business Focused On Purpose-built Commercial Espresso Blends And High Quality Single-origin Coffees. Visit Www.facebook.com/4artszerodefectcoffees Or Call 886-0983-749876 For More Information.', 'In The Straight Shot, Dark Chocolate And Tart Fruit Reign; In Milk, Spicy Floral Notes Wrapped In Chocolate Carry The Day.']",-1,Unfilled,0
55,Kenya Karinga,Amavida Coffee Roasters,Medium-light,United States,8.8,92,"['Gatundu', 'Thika Province']","['Sweetly Tart, Intense But Balanced. Orange Zest, Red Currant, Tea Rose, White Sage, Roasted Cashew In Aroma And Cup. Brisk And Savory-edged But Sweet In Structure; Impressively Buoyant, Almost Effervescent Mouthfeel. Flavor Fades To Hints Of Sage And Cashew In A Sweet Though Drying Finish.', ""Produced By Growers Associated With The Karinga Wet Mill Or Washing Station. Despite Grower Discontent, Contested Government Coffee Policy And Urban Encroachment On Prime Coffee Lands, The Famed Kenya Coffee Auction System And Its Participating Cooperatives Continue To Produce Some Of The World's Most Elegant And Distinctive Coffees. Processed By A Particularly Meticulous Kenya Variation On The Traditional Wet Or “washed” Method, In Which Skin And Fruit Flesh Are Removed From The Beans Or Seeds Before They Are Dried. The Company Name Amavida Combines The Spanish Words For Love And Life, Reflecting Amavida’s Multifaceted Commitment To Fairness And Fine Coffee.visit Www.amavida.com Or Call 850-213-1965 For More Information."", 'An Intense Yet Accessible Kenya Animated By A Zesty But Very Sweet Structure And An Intriguing Range Of Aromatics.']",-1,Unfilled,0
56,Thailand Doi Pangkhon Espresso,Paradise Roasters,Medium,United States,4.98,91,"['Doi Pangkhon Growing Region', 'Northern Thailand']","['Evaluated As Espresso. Sweetly Bright, Tartly Juicy. Grapefruit Zest, Mango, Chocolate, Fresh-cut Fir In Aroma And Small Cup. Very Lightly Syrupy And Lively In Mouthfeel. Rounds In The Finish And The Chocolate Comes Forward. In Three Parts Milk A Dry, Orangy Chocolate Dominates, Crisply And Pleasingly.', 'Doi Pangkhon Is An Emerging Growing District In The Golden Triangle Region Of Northern Thailand. This Arabica Coffee From Classic Cultivars Was Processed By A Particularly Meticulous Version Of The Wet Or “washed” Method, In Which Skin And Fruit Flesh Are Removed From The Beans Or Seeds Before They Are Dried. It Was Roasted In A Style Intended For Both Espresso And Non-espresso Brewing Methods. Paradise Roasters Specializes In Micro-lot Arabica And Robusta Coffees From Asia And Other Emerging Origins. The Company Prides Itself On Quality And Freshness, Craft-roasting Coffees In Small Batches Only After Orders Are Placed. Visit Www.paradiseroasters.com Or Call 763-433-0626 For More Information.', 'A Bright, Vivid Espresso: Tart Citrus In Front, Enveloped By A Softening Chocolate.']",-1,Unfilled,0
57,Ulos Batak Sumatra,Jbc Coffee Roasters,Medium-light,United States,5.57,96,"['Northern Sumatra', 'Indonesia']","['Intensely Rich, Deeply Sweet, Complex. Chocolate Fudge, Lavender, Grapefruit Zest, Moist Perique-style Tobacco, Coconut-covered Date In Aroma And Cup. Balanced, Sweetly Savory In Structure With Lively Acidity; Buoyant, Syrupy Mouthfeel. The Flavor-laden Finish Offers Chocolate-toned Spicy Florals In The Short Resolving To Rich Date Notes With Undertones Of Perique Tobacco In The Long.', 'Coffees From The Northern Part Of The Indonesian Island Of Sumatra Are Admired For Their Complex Earth And Fruit Notes That Appear To Result Largely From Unorthodox Fruit Removal And Drying Practices Called “wet Hulling.” This Is A Splendid Example Of The Potential Of The Type. Ulos Batak Is The Name Applied By The Cooperative Exporter Klasik Beans To A Premium Grade Of Its Small-producer Wet-hulled Coffee From The Lintong Region South Of Lake Toba. Lintong Is One Of The Longest-established Growing Regions In Sumatra And Probably The Most Admired. Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'An Intricately Layered, Superb Sumatra Cup Saturated With Chocolate, Spicy Floral And Sweet Fruit Notes, With Gentle Intimations Of Rich Perique Tobacco.']",-1,Unfilled,0
58,Gaitania Colombia,Jbc Coffee Roasters,Light,United States,4.63,91,"['Southern Tolima Department', 'West-central Colombia']","['Crisply Sweet, High-toned. Maple Syrup, Narcissus, Ripe Orange, Hazelnut, A Hint Of Cardamom In Aroma And Cup. Gently Sweet-tart Structure; Velvety Mouthfeel. The Short Finish Leads With Attractive Bittersweet Orange Tones; Narcissus And Cardamom Carry The Long.', 'Produced By The Resguardo Indigena Nasa We’sx Indigenous Community In Gaitania, Colombia, Associated With The Paez And Nasa Tribes Of Southern Cauca. From Trees Of The Castillo, Caturra, Colombia And Typica Varieties Of Arabica. This Coffee Is Organic And Fair Trade Certified, The Latter Meaning It Was Purchased From Small-holding Farmers At A “fair” Or Economically Sustainable Price. It Is A Wet-processed Or “washed” Coffee, Meaning The Fruit Skin And Pulp Were Removed From The Beans Immediately After Harvesting And Before Drying. Jbc Coffee Roasters’ Vision Is Simple: “let The Coffee Lead The Way” Through Sourcing And Roasting The Best And Most Unique Coffees Available And Rewarding The Farmers Who Grow Those Coffees With Substantial Premiums. Visit Www.jbccoffeeroasters.com Or Call 608-256-5282 For More Information.', 'An Inviting And Accessible Colombia Cup, Sweet-toned With A Hint Of Cardamom-like Spice.']",-1,Unfilled,0
59,Blue Label La Esmeralda Porton Pascua Gesha,Pt's Coffee Roasting,Medium-light,United States,26.46,95,"['Boquete Growing Region', 'Western Panama']","['Richly Sweet, Crisply Complex, Spice-toned. Lilac, Bergamot, White Peach, Caramelized Walnut, Sandalwood In Aroma And Cup. Delicate, Sweetly Tart, Juicy In Structure; Crisp, Satiny Mouthfeel. The Quietly Resonant Finish Is Flavor-saturated: Stonefruit And Bergamot Carry The Short And Sandalwood-nuanced Lilac Notes Resurface In The Long.', 'Coffee From Trees Of The Botanical Variety Gesha (also Geisha) Grown On Price Peterson’s Hacienda La Esmeralda In Panama First Introduced This Extraordinary Variety Of Arabica To The World. With Its Bold, Boat-shaped Beans And Distinctive Floral And Crisply Cacao-toned Cup, The Gesha Continues To Be One Of The World’s Most Sought-after Coffees, And The Esmeralda Versions Remain Among The Most Authentic. This Is A Wet-processed Or “washed” Version, Meaning The Fruit Skin And Pulp Were Removed From The Beans Immediately After Harvesting And Before Drying. Roasted At Pt’s Coffee, Where The Motto Is “without The Love, It’s Just Coffee.” Visit Www.ptscoffee.com Or Call 888-678-5282 For More Information.', 'A Symphonic Gesha Cup: High-toned Fruit And Flowers Are Supported By Spice And Aromatic Wood.']",-1,Unfilled,0
60,Auromar Gesha Natural,Pt's Coffee Roasting,Light,United States,17.64,93,"['Piedra Candela', 'Chiriqui Province']","['Delicate, Crisply Sweet. Dried Coconut, Baker’s Chocolate, Candied Violet, Cedar, Nutmeg In Aroma And Cup. Balanced, Sweet-tart Structure; Silky Mouthfeel. The Gently Drying Finish Is Carried By Notes Of Chocolate-toned Coconut In The Short And Cedar In The Long, With A Whisper Of Sweet Candied Violet.', 'Produced From Trees Of The Rare Ethiopia-derived Botanical Variety Gesha (also Geisha) By Farmer Roberto Brenes Of Auromar Estate. With Its Generally Elongated Beans And Distinctive Floral And Crisp, Often Chocolaty Cup, The Gesha Variety Continues To Distinguish Itself As One Of The World’s Most Unique Coffees. This Is A Dry-processed Or “natural” Gesha, Meaning The Beans Were Dried Inside The Fruit Rather Than After The Fruit Has Been Removed, As Is The Case With Wet-processed Or “washed” Coffees. Roasted At Pt’s Coffee, Where The Motto Is “without The Love, It’s Just Coffee.” Visit Www.ptscoffee.com Or Call 888-678-5282 For More Information.', 'A Crisp, Deeply Sweet Natural-processed Gesha Cup: Chocolaty, Fruit-toned And Floral.']",-1,Unfilled,0
